Turbine_ID,Status.Summary,X.coordinate,Y.coordinate,Old.Ref.ID,Ref.ID,Record.Last.Updated..dd.mm.yyyy.,Operator..or.Applicant.,Site.Name,Capacity,RO.Banding..ROC.MWh.,FiT.Tariff..p.kWh.,CfD.Capacity..MW.,Turbine.Capacity..MW.,No..of.Turbines,Height.of.Turbines..m.,Development.Status,Development.Status..short.,Address,County,Region,Country,Post.Code,Planning.Authority,Planning.Application.Reference,Appeal.Reference,Secretary.of.State.Reference,Type.of.Secretary.of.State.Intervention,Judicial.Review,Planning.Application.Submitted,Planning.Application.Withdrawn,Planning.Permission.Refused,Appeal.Lodged,Appeal.Withdrawn,Appeal.Refused,Appeal.Granted,Planning.Permission.Granted,Secretary.of.State...Intervened,Secretary.of.State...Refusal,Secretary.of.State...Granted,Planning.Permission.Expired,Under.Construction,Operational,Size,Year,Airports,AONB,ARoads,BRoads,HCoast,HVpowerline,MilitarySites,MinRoads,Motorways,NationalParks,NNR,Powerlines,PrimaryRoads,Railway,RAMSAR,SACS,SPA,SSSI,UrbanRegions,Slope,UKElevation,WindSpeed45,Authority,Code,Type,Council_si,Con,Lab,LD,Other,SNP_PC,Control,Majority,Con_share,Lab_share,LD_share,Oth_share,SNP_PC_sha,CensusMerged,PoliticalMerged,AgeTotal,AgeMean,AgeMedian,QualTotal,QualLevel4,QualPercL4,SocGrdTot,SocGrdAB,TenureTotal,TenureOwned,PercOwn,lon,lat,Est_Turbine.Capacity..MW.,Est_UrbanRegions,Est_AONB,Est_NationalParks,Est_RAMSAR,Est_SPA,Est_QualPercL4,Est_AgeMean,Est_year,Site Score
L_0029,Refused/Abandoned,535485,293292,B0300,2821,15/08/2012,Greenvale AP,Greenvale AP Wind Turbine,2,NA,NA,NA,2,1,NA,Abandoned,Abandoned,"Land North West Of Greenvale Produce Ltd
Floods Ferry Road
Doddington
Cambridgeshire",Cambridgeshire,Eastern,England,NA,Fenland District Council,F/YR11/0632/F,NA,NA,NA,NA,18/07/2011,NA,NA,NA,NA,NA,NA,19/12/2011,NA,NA,NA,NA,NA,NA,Large,2011,7.162,39.567,5.604,2.216,60.943,1.603,17.076,0.223,19.405,88.52,14.126,1.603,5.314,3.795,6.854,6.856,6.856,6.856,2.666,0.411097705,0,6,Fenland,503,1,40,34,0,2,4,NA,Con,21,85,0,5,10,NA,E01018060,Fenland District,1846,38.4,40,1494,291,19,603,14.9,753,574,76,-0.00458966,52.52067128,0.503744024,0.544026939,0.528126692,0.574584846,0.473233495,0.515358105,0.567830351,0.558796074,0.426568661,0.664778389
L_0030,Refused/Abandoned,362249,1021849,IF1119,3444,25/11/2013,Scottish and Southern Energy (SSE),Bu Wind Farm Repowering,2.6,NA,NA,NA,0.85,3,NA,Abandoned,Abandoned,"Stronsay, Orkney, Islands, KW17",Orkney Islands,Scotland,Scotland,NA,Orkney Islands Council,12/725/TPP,NA,NA,NA,NA,06/11/2012,NA,NA,NA,NA,NA,NA,12/04/2013,NA,NA,NA,NA,NA,NA,Large,2012,7.911,29.654,18.323,1.451,365.984,73.314,133.016,3.8,303.616,193.543,88.216,73.314,73.218,69.539,16.134,16.13,6.826,5.302,1.253,2.051640749,30,9,Orkney Islands,8030,12,21,0,0,0,21,0,Ind,11,0,0,0,100,0,S01004969,Orkney Islands,919,46.3,51,754,201,27,499,16,425,333,78,-2.660377017,59.08188544,0.4263488,0.486864813,0.506515824,0.743211309,0.492815564,0.515448727,0.504979,0.452882632,0.398324829,0.525776776
L_0031,Refused/Abandoned,420950,524500,N00456W,4268,14/09/2016,EDF Energy Renewables,Royal Oak,6.5,NA,NA,NA,1.3,5,NA,Abandoned,Abandoned,"Royal Oak Farm, Heighington, Darlington",Durham,North East,England,NA,Darlington Borough Council,05/00183/FULE,NA,NA,NA,NA,22/02/2005,NA,NA,NA,NA,NA,NA,10/01/2014,NA,NA,NA,10/10/2019,NA,NA,Large,2005,15.81,14.723,4.288,0.98,29.223,2.588,5.971,0.284,8.176,23.436,12.787,2.588,0.575,2.79,27.618,12.781,14.723,3.922,0.444,2.85771966,201,8,Darlington,1322,11,53,16,35,2,0,NA,Lab,27,30.18867925,66.03773585,3.773584906,0,NA,E01012334,Darlington (B),2466,39.1,41,1884,732,39,742,35.7,962,727,76,-1.677117315,54.61522405,0.45641627,0.454195744,0.473945225,0.457173241,0.517072325,0.49157713,0.411028542,0.549485449,0.599563165,0.390503459
L_0032,Refused/Abandoned,257354,236610,C0354,3582,29/04/2016,RWE Npower Renewables,Brechfa Forest East Wind Farm,36,NA,NA,NA,3,12,NA,Abandoned,Abandoned,Forestry Commission Wales Land and Agricultural Land South of Rhydcymerau (B4337) and North of Abergorlech (B4310),Dyfed,Wales,Wales,NA,Carmarthenshire County Council,E/24195,NA,NA,NA,NA,07/01/2011,NA,NA,NA,NA,NA,NA,17/12/2013,NA,NA,NA,NA,NA,NA,Large,2011,34.29,41.445,7.948,1.537,87.083,18.055,11.552,1.058,29.393,15.356,14.16,18.055,13.314,14.5,26.551,8.7,13.96,4.58,1.788,9.586937904,276,7,Carmarthenshire,7009,13,74,0,11,1,31,31,NOC,38,0,14.86486486,1.351351351,41.89189189,41.89189189,W01000650,Sir Gaerfyrddin - Carmarthenshire,1613,46.5,51,1389,349,25,470,18.5,716,567,79,-4.07975848,52.00953796,0.571029996,0.508548512,0.532211444,0.442662385,0.514820218,0.49388364,0.520785168,0.450216093,0.426568661,0.438680906
L_0033,Refused/Abandoned,392720,419080,EN00235,3945,09/05/2013,Coronation Power,Crook Hill (Calderdale MBC),15,NA,NA,NA,3,5,NA,Abandoned,Abandoned,"4km north of Rochdale and 2km east of Whitworth, on the high ground of Shore Moor to the north of the village of Wardle and Watergrove Reservoir",Greater Manchester,North West,England,NA,Calderdale Metropolitan Borough Council,07/00632/WDF,NA,NA,NA,NA,20/03/2007,NA,NA,NA,NA,NA,NA,14/10/2009,NA,NA,NA,NA,NA,NA,Large,2007,18.908,21.217,2.839,2.954,125.416,1.171,26.075,0.798,5.34,13.01,33.412,1.171,1.843,1.627,38.932,2.183,2.183,2.183,1.55,6.976675987,360,8,Rochdale,4805,5,60,8,20,32,0,NA,LD,31,13.33333333,33.33333333,53.33333333,0,NA,E01005518,Rochdale District (B),1425,40.4,41,1160,265,23,433,18,591,420,71,-2.111659155,53.66814584,0.571029996,0.498901425,0.488100347,0.438466363,0.540892137,0.529458032,0.536549831,0.532106902,0.542515894,0.651654645
L_0034,Refused/Abandoned,276947,835012,A0337,3719,27/01/2014,Carbon Free Developments Ltd,Moy Wind Farm,40,NA,NA,NA,2,20,NA,Abandoned,Abandoned,"Tomatin, Invernessshire",Highland,Scotland,Scotland,IV13 7YD,Highland Council,11/01205/FUL,PPA-270-2063,NA,NA,NA,05/04/2011,NA,29/02/2012,NA,NA,NA,29/02/2012,29/02/2012,NA,NA,NA,NA,NA,NA,Large,2011,16.193,24.743,15.168,0.71,214.783,6.29,13.664,0.216,116.571,11.92,24.27,6.29,0.978,0.82,13.269,3.872,13.169,3.872,0.703,1.199999213,274,6,Highland,8018,12,80,0,7,22,34,17,NOC,41,0,8.75,27.5,42.5,21.25,S01003762,Highland,1090,40.9,43,876,299,34,700,24.1,453,294,65,-4.048801331,57.38883375,0.503744024,0.464625372,0.495795508,0.436519757,0.486764865,0.496275066,0.449786049,0.525399706,0.426568661,0.278838512
L_0035,Refused/Abandoned,258500,649500,N00188W,4017,02/12/2011,Mr I. Macdonald,Ardoch Farm (East Renfrewshire),3.9,NA,NA,NA,1.3,3,NA,Abandoned,Abandoned,"Ardoch Farm, Eaglesham, East Renfrewshire",Strathclyde,Scotland,Scotland,G76 0PL,East Renfrewshire Council,2003/0022/TP,NA,NA,NA,NA,15/01/2003,NA,NA,NA,NA,NA,NA,02/09/2004,NA,NA,NA,NA,NA,NA,Large,2003,19.456,38.315,6.18,2.623,138.98,2.512,11.415,0.418,7.5,35.997,13.63,2.512,3.888,4.878,22.121,9.074,13.561,7.455,2.11,1.233123899,192,7,East Renfrewshire,8013,12,20,7,8,3,2,0,NOC,11,35,40,15,10,0,S01001670,East Renfrewshire,639,40,42,492,180,37,371,33.2,250,225,90,-4.254147608,55.71820189,0.45641627,0.521588985,0.525401395,0.479867512,0.505464446,0.495089906,0.426427223,0.537464434,0.65403321,0.58362979
L_0036,Refused/Abandoned,537719,184055,EN00534,3056,07/10/2010,NA,Olympic Park Wind Turbine,2.5,NA,NA,NA,2.5,1,NA,Abandoned,Abandoned,Marshgate Lane in Stratford in the Lower Lea Valley (Eton Manor in the north of the Olympic Park),Greater London,London,England,NA,Newham London Borough Council,NA,NA,NA,NA,NA,31/01/2007,NA,NA,NA,NA,NA,NA,27/09/2007,NA,NA,NA,NA,NA,NA,Large,2007,5.299,21.957,0.77,2.108,85.609,2.457,2.192,2.218,7.144,65.507,19.143,2.457,0.684,0.419,4.753,4.472,4.753,3.365,0.208,0.918059587,10,6,Newham,5425,8,60,0,54,0,6,NA,Lab,31,0,90,0,10,NA,E01033578,Newham London Borough,1273,27.7,27,1086,541,50,582,32.6,603,62,10,-0.015624977,51.53860273,0.537558011,0.444726935,0.489714981,0.533345059,0.468809351,0.521707899,0.330104863,0.692605188,0.542515894,0.542451034
L_0037,Refused/Abandoned,492034,273320,AA468,3821,18/11/2016,Infinergy,Burton Wold Wind Farm Extension (Southern),8.6,NA,NA,NA,2.8,3,137,Abandoned,Abandoned,"Glendon Farm (land at), Near Burton Latimer,",Northamptonshire,East Midlands,England,NA,Kettering Borough Council,KET/2011/0506,NA,NA,NA,NA,24/08/2011,NA,NA,NA,NA,NA,NA,02/04/2012,NA,NA,NA,NA,NA,NA,Large,2011,10.283,43.971,0.766,2.693,104.849,0.562,14.904,1.146,24.747,105.227,27.676,0.562,0.583,2.743,4.133,31.054,4.133,2.871,0.611,0.822153091,94,7,Wellingborough,2707,1,36,27,9,0,0,NA,Con,19,75,25,0,0,NA,E01027327,Wellingborough District (B),1480,41.8,43,1263,236,19,513,16,695,380,55,-0.650246113,52.35023453,0.557701548,0.460916617,0.537698732,0.603919584,0.467504702,0.52357868,0.567830351,0.513305251,0.426568661,0.635270964
L_0038,Refused/Abandoned,452877,229216,A0010,4367,14/07/2015,Bolsterstone,Fewcott Wind Farm,9.2,NA,NA,NA,2.3,4,NA,Abandoned,Abandoned,"Willowbank Farm, Fewcott Road, Fritwell, Bicester, Oxon. OX27 7QA",Oxfordshire,South East,England,NA,Cherwell District Council,08/02495/F,NA,NA,NA,NA,05/12/2008,NA,23/04/2009,NA,NA,NA,06/07/2010,06/07/2010,NA,NA,NA,NA,NA,NA,Large,2008,3.454,15.791,5.943,1.1,134.64,5.277,3.967,0.089,0.452,89.399,21.872,5.277,2.041,1.193,39.621,19.135,39.623,1.073,0,0.290249705,130,6,Cherwell,3101,1,50,44,2,4,0,NA,Con,26,88,4,8,0,NA,E01028506,Cherwell District,1753,40.6,42,1416,560,40,539,40.1,721,527,73,-1.231895985,51.95892212,0.524056383,0.436414463,0.476270901,0.576143325,0.542337801,0.417062349,0.403392107,0.529425279,0.513469294,0.396528334
L_0039,Refused/Abandoned,528336,167552,N00311W,4037,20/05/2014,Chancerygate,Willow Lane Wind Turbines,11,NA,NA,NA,1.1,10,NA,Abandoned,Abandoned,"2-4 Willow Lane Industrial Estate
Mitcham Junction
Near Merton",Greater London,London,England,NA,Merton London Borough Council,NA,NA,NA,NA,NA,30/06/2004,NA,NA,NA,NA,NA,NA,15/08/2004,NA,NA,NA,NA,NA,NA,Large,2004,10.244,11.172,0.064,0.821,71.691,0.39,4.405,4.68,12.395,46.862,8.399,0.409,2.14,0.022,15.809,5.772,15.809,5.772,0.064,0.918059587,27,6,Merton,5424,8,60,25,32,0,3,NA,Lab,31,41.66666667,53.33333333,0,5,NA,E01003375,Merton London Borough,1616,40.2,40,1321,333,25,472,21.6,654,388,59,-0.156825888,51.39250215,0.443000323,0.438968566,0.466221248,0.499568259,0.492129045,0.488294851,0.520785168,0.534786671,0.627201621,0.491324894
L_0040,Refused/Abandoned,386670,398897,EN00218,2963,06/11/2008,Ecotricity,City of Manchester Stadium,2,NA,NA,NA,2,1,NA,Abandoned,Abandoned,"City of Manchester Stadium, Manchester",Greater Manchester,North West,England,NA,Manchester City Council,NA,NA,NA,NA,NA,14/09/2005,NA,NA,NA,NA,NA,NA,29/09/2006,NA,NA,NA,NA,NA,NA,Large,2005,12.109,37.878,0.464,1.502,144.881,0.559,5.937,1.844,2.208,14.182,18.626,0.559,0.391,0.042,18.713,3.134,14.016,3.134,0,1.233123899,57,6,Manchester,4803,5,96,0,56,39,1,NA,Lab,49,0,58.33333333,40.625,1.041666667,NA,E01033669,Manchester District (B),1397,35.4,34,1116,174,16,560,8.6,677,153,23,-2.202356598,53.48661578,0.503744024,0.436414463,0.524449789,0.440561524,0.4982641,0.493714345,0.590954447,0.598155773,0.599563165,0.66099076
L_0041,Refused/Abandoned,189020,66439,A0444,3736,17/07/2013,REG Windpower,Denzell Downs,10,NA,NA,NA,2,5,NA,Abandoned,Abandoned,"near St Eval and St Mawgan, Cornwall",Cornwall,South West,England,NA,Cornwall Council,PA11/01429,NA,NA,NA,NA,28/02/2011,NA,NA,NA,NA,NA,NA,03/10/2011,NA,NA,NA,NA,NA,NA,Large,2011,1.861,3.807,2.849,2.816,9.532,7.647,2.796,0.298,106.13,58.232,7.713,7.647,3.266,6.707,107.01,6.982,46.951,3.173,0.955,4.776723385,91,8,Cornwall,827,11,123,48,0,39,36,NA,NOC,62,39.02439024,0,31.70731707,29.26829268,NA,E01019060,Cornwall,1659,47.6,50,1434,406,28,404,23,629,467,74,-4.973851688,50.45974209,0.503744024,0.474802981,0.450256908,0.520185108,0.676839999,0.395686216,0.497070204,0.435605195,0.426568661,0.367415632
L_0042,Refused/Abandoned,320706,940695,C0036,3908,11/08/2016,"Latheron, Lybster & Clyth Community Development Company",Rumster Forest Community Wind Farm,2.7,NA,NA,NA,0.9,3,NA,Abandoned,Abandoned,"Gaultiquoy, Rumster Forest, Lybster, Highlands, KW3",Highland,Scotland,Scotland,NA,Highland Council,11/04522/FUL,NA,NA,NA,NA,21/12/2011,NA,NA,NA,NA,NA,NA,07/08/2015,NA,NA,NA,07/08/2018,NA,NA,Large,2011,54.314,53.909,18.376,12.797,293.449,2.388,70.032,0.954,218.271,105.065,17.649,2.388,2.461,15.561,0.743,0.742,0.742,0.742,3.24,2.987769127,174,9,Highland,8018,12,80,0,7,22,34,17,NOC,41,0,8.75,27.5,42.5,21.25,S01003971,Highland,721,43.6,47,590,138,23,445,11.9,325,216,66,-3.356349577,58.34755381,0.429667018,0.567004304,0.559186421,0.60363834,0.460379536,0.533797568,0.536549831,0.489083736,0.426568661,0.584349905
L_0043,Refused/Abandoned,116360,906760,EN00441,3036,06/06/2011,North Harris Community Trust,North Harris Community Trust,2.5,NA,NA,NA,0.85,3,NA,Abandoned,Abandoned,"Ardhasaig
Isle of Harris
Monan
Hebrides",Western Isles,Scotland,Scotland,NA,Comhairle nan Eilean Siar Council,NA,NA,NA,NA,NA,01/07/2006,NA,NA,NA,NA,NA,NA,18/02/2008,NA,NA,NA,NA,NA,NA,Large,2006,61.994,0,1.365,3.883,376.013,1.359,54.105,2.534,262.902,175.987,67.562,1.359,48.305,96.807,6.16,3.029,3.029,3.029,3.022,12.42262459,377,12,Comhairle Nan Eilean Siar,8032,12,31,0,4,0,24,3,Ind,16,0,12.90322581,0,77.41935484,9.677419355,S01002349,Na h-Eileanan an Iar,980,48.4,51,844,195,23,553,15.6,476,328,69,-6.797143335,57.9594258,0.4263488,0.558306136,0.442042767,0.7181542,0.471771617,0.526908205,0.536549831,0.425047417,0.571276285,0.663364667
L_0044,Refused/Abandoned,286470,834480,N00418W,4267,18/11/2016,Infinergy,Tom Nan Clach Wind Farm,39.1,NA,NA,39.1,3,13,125,Abandoned,Abandoned,"Approximately 8km North East Of Tomatin, Drynachan
Nairnshire",Highland,Scotland,Scotland,NA,Highland Council,09/00439/FULIN,10/00053/RBCREF,NA,NA,NA,01/06/2009,NA,23/08/2010,NA,NA,NA,14/06/2013,14/06/2013,NA,NA,NA,NA,15/06/2016,NA,Large,2009,19.166,20.519,10.435,8.037,209.111,9.344,21.397,3.735,113.846,5.602,17.672,9.344,7.6,7.68,19.481,2.977,12.082,2.329,3.969,5.765297413,517,10,Highland,8018,12,80,0,7,22,34,17,NOC,41,0,8.75,27.5,42.5,21.25,S01003782,Highland,621,42.8,46,514,162,32,423,15.1,261,153,59,-3.890229853,57.38653451,0.571029996,0.595764161,0.486577581,0.425276888,0.499886757,0.499561642,0.465489154,0.499849286,0.484331429,0.506873474
L_0045,Refused/Abandoned,465238,431714,A0222,4352,29/09/2015,Dillon Butters,Cleek Hall,15,NA,NA,NA,2.5,5,NA,Abandoned,Abandoned,"Turnham Lane, Cliffe, Selby, North Yorkshire",North Yorkshire,Yorkshire and Humber,England,NA,Selby District Council,2009/0744/EIA,AP/2012/0008/REF,NA,NA,NA,17/08/2009,NA,09/11/2011,NA,NA,NA,18/09/2012,18/09/2012,NA,NA,NA,NA,NA,NA,Large,2009,6.451,31.57,2.294,3.77,64.282,0.545,18.64,0.04,10.192,46.579,4.909,0.545,0.853,0.678,4.746,3.905,4.746,3.905,0.723,0.650579095,4,6,Selby,2907,1,41,29,9,0,3,NA,Con,21,70.73170732,21.95121951,0,7.317073171,NA,E01027897,Selby District,2100,41.8,44,1733,511,29,621,24.6,840,722,86,-1.011515069,53.77768101,0.537558011,0.465432156,0.510697217,0.499054832,0.468794618,0.521729024,0.489162874,0.513305251,0.484331429,0.468148341
L_0046,Refused/Abandoned,359395,492235,B0368,4090,30/12/2014,Banks Renewables,Killington Wind Farm,10.2,NA,NA,NA,3.4,3,NA,Abandoned,Abandoned,"Near M6 near Killington, Cumbria",Cumbria,North West,England,NA,South Lakeland District Council,SL/2012/0845,NA,APP/M0933/V/14/2216125,NA,NA,01/10/2012,NA,NA,NA,NA,NA,NA,11/02/2014,01/03/2014,NA,NA,NA,NA,NA,Large,2012,41.813,14.709,0.522,2.791,66.345,2.36,28.077,0.012,0.213,3.136,14.414,2.36,0.788,3.746,13.514,4.319,13.514,3.968,3.16,2.63440299,210,7,South Lakeland,906,1,51,14,3,34,0,NA,LD,26,27.45098039,5.882352941,66.66666667,0,NA,E01019394,South Lakeland District,2313,43.8,48,1908,717,38,677,31.9,926,760,82,-2.625802915,54.3240659,0.597362167,0.563816818,0.473914745,0.420908869,0.487282163,0.495232002,0.418708084,0.48639354,0.398324829,0.32628476
L_0047,Refused/Abandoned,308700,534457,EN00505,3053,30/03/2009,Novera Energy,Fleeter Wood Wind Farm,10,NA,NA,NA,2,5,NA,Abandoned,Abandoned,"Fleeter Wood, Land adjacent to West House, Dearham, Maryport, Cumbria, CA15 7LD",Cumbria,North West,England,NA,Allerdale Borough Council,2/2007/1271,NA,NA,NA,NA,17/12/2007,NA,NA,NA,NA,NA,NA,29/01/2009,NA,NA,NA,NA,NA,NA,Large,2007,23.956,4.343,0.202,4.735,23.125,1.207,11.092,0.112,36.732,4.277,8.978,1.208,3.317,3.366,11.142,3.129,11.071,3.128,1.022,1.452543974,77,7,Allerdale,901,1,56,19,21,4,12,NA,NOC,29,33.92857143,37.5,7.142857143,21.42857143,NA,E01019086,Allerdale District (B),1120,45.6,47,942,427,45,285,47,460,375,82,-3.418128744,54.69683478,0.503744024,0.47751281,0.451415691,0.422928424,0.482275185,0.50261847,0.365973244,0.462235844,0.542515894,0.221078558
L_0048,Refused/Abandoned,639100,293300,01015W4,2549,03/08/2005,Ecotricity,Stockton Wind Turbine,1.5,NA,NA,NA,0,2,NA,Planning Permission Refused,Application Refused,"East of Layden Lane
Track
Norwich
Norfolk",Norfolk,Eastern,England,NA,South Norfolk Council,07/98/0343/f,NA,NA,NA,NA,09/03/1998,NA,02/05/2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,1998,24.369,9.471,4.184,3.553,15.815,1.367,17.102,0.212,101.377,1.428,9.659,1.368,0.205,4.469,1.424,1.424,1.424,0.907,0.394,0.649392009,24,6,South Norfolk,2607,1,47,12,3,30,2,NA,LD,24,25.53191489,6.382978723,63.82978723,4.255319149,NA,E01026899,South Norfolk District,1479,43.2,45,1195,320,27,404,20.5,602,448,74,1.520088239,52.48518718,0.371174761,0.452186636,0.46252681,0.417890692,0.46180967,0.531744339,0.504979,0.494465869,0.772017874,0.475815933
L_0049,Refused/Abandoned,639700,294700,01016W4,2550,02/05/2006,Western Windpower / Ecotricity,Brundish Wind Turbine,1.5,NA,NA,NA,0,0,NA,Planning Permission Refused,Application Refused,East of Brundish Road Stockton Norfolk,Norfolk,Eastern,England,NA,South Norfolk Council,07/98/0342/F,NA,NA,NA,NA,09/03/1998,NA,02/05/2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,1998,25.121,9.966,4.588,2.423,16.215,1.039,18.391,0.56,102.585,2.772,8.442,1.039,0.926,4.902,2.778,2.779,2.779,2.218,1.065,2.484986067,34,6,South Norfolk,2607,1,47,12,3,30,2,NA,LD,24,25.53191489,6.382978723,63.82978723,4.255319149,NA,E01026899,South Norfolk District,1479,43.2,45,1195,320,27,404,20.5,602,448,74,1.529913809,52.49748621,0.371174761,0.479252662,0.463601505,0.420265147,0.464654982,0.527661852,0.504979,0.494465869,0.772017874,0.505280247
L_0050,Refused/Abandoned,316800,955700,N00329W,4040,14/06/2012,Spittal Hill Windfarm,Spittal Hill,75,NA,NA,NA,2.5,30,NA,Planning Permission Refused,Application Refused,"Near Spittal, Caithness
, ND 168 557",Highland,Scotland,Scotland,NA,Scottish Government (S36),07/00217/S36CA,NA,NA,NA,NA,24/04/2007,NA,13/06/2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,2007,41.442,39.655,12.305,1.882,308.953,0.845,79.292,1.665,233.081,119.522,11.242,0.845,0.945,3.457,4.065,3.671,4.066,0.918,1.165,5.866898537,161,9,Highland,8018,12,80,0,7,21,35,17,NOC,41,0,8.75,26.25,43.75,21.25,S01003975,Highland,829,42.1,45,680,188,28,526,23.2,341,279,82,-3.428500596,58.48155061,0.537558011,0.483300704,0.528318185,0.628447335,0.467361638,0.523780806,0.497070204,0.509269598,0.542515894,0.688937295
L_0051,Refused/Abandoned,432500,537500,N00104W,3145,26/11/2004,Eco-Energy Group (care of an agent: Mineral Planning Group),Old Quarrington (A),2,NA,NA,NA,0,0,NA,Planning Permission Refused,Application Refused,"Land near Old Quarrington
Durham City",Durham,North East,England,NA,Durham County Council,4/02/549,NA,NA,NA,NA,14/06/2002,NA,09/08/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,2002,5.309,22.255,1.021,1.065,12.66,2.303,13.355,0.389,1.289,34.123,0.962,2.303,1.473,2.497,14.54,4.488,14.54,0.698,0.912,2.966028452,118,7,Durham,1300,2,61,2,53,4,2,NA,Lab,31,3.278688525,86.8852459,6.557377049,3.278688525,NA,E01020695,County Durham,1782,39.4,39,1465,371,25,595,22.9,807,564,70,-1.496837018,54.73143734,0.371174761,0.473064608,0.490365261,0.476474133,0.489448763,0.492130301,0.520785168,0.545484157,0.679919171,0.522436561
L_0052,Refused/Abandoned,348212,444289,B0080,3626,02/10/2012,NA,Cross House Farm Turbine,2,NA,NA,NA,2,1,NA,Planning Permission Refused,Application Refused,"Cross House Farm, Kirkland",Lancashire,North West,England,NA,Wyre Borough Council,11/00861/FULMAJ,NA,NA,NA,NA,01/12/2011,NA,06/09/2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,2011,4.172,3.695,0.308,1.341,85.421,2.315,9.237,0.59,2.919,34.84,16.47,2.317,9.897,2.675,7.538,7.538,6.842,4.01,0.59,0.580484509,19,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E01025553,Wyre District (B),2594,40.2,42,2112,690,33,774,25.1,1031,856,83,-2.78949336,53.89217861,0.503744024,0.460070644,0.450014842,0.477772214,0.474674757,0.515400395,0.457627077,0.534786671,0.426568661,0.291396963
L_0053,Refused/Abandoned,453441,280638,C3354,4499,05/12/2014,Infinite Renewables Limited,Redland Roof Tiles Ltd,2,NA,NA,NA,2,1,NA,Planning Permission Refused,Application Refused,"Gibbet Lane, Shawell, Leicestershire",Leicestershire,East Midlands,England,LE17 6AB,Harborough District Council,14/01167/FUL,NA,NA,NA,NA,21/08/2014,NA,20/11/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,2014,11.26,34.204,3.505,3.823,132.193,2.833,14.045,0.057,1.595,76.45,34.515,2.833,0.494,5.133,32.129,20.841,32.131,1.052,0.798,1.047385216,131,6,Harborough,2403,1,37,27,0,9,1,NA,Con,19,72.97297297,0,24.32432432,2.702702703,NA,E01025808,Harborough District,2587,42.2,45,2065,770,37,756,39.8,1031,846,82,-1.215598006,52.42112989,0.503744024,0.46845917,0.516442978,0.553047384,0.526584907,0.439243342,0.426427223,0.507924086,0.343977251,0.275176948
L_0054,Refused/Abandoned,290400,308000,04022W4,2560,09/12/2003,Powergen Renewables Developments Ltd,Nant Carfan Wind Farm,20.8,NA,NA,NA,0,0,NA,Planning Permission Refused,Application Refused,"Machynlleth
Powys",Powys,Wales,Wales,NA,Powys County Council,NA,NA,NA,NA,NA,20/04/1999,NA,23/05/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,1999,31.613,34.914,17.152,5.227,157.445,26.509,40.325,1.229,73.162,4.22,5.842,26.509,4.433,5.011,22.822,5.179,5.179,2.009,2.774,4.855179787,428,7,Powys,7017,13,72,1,7,6,58,0,Ind,37,1.388888889,9.722222222,8.333333333,80.55555556,0,W01000452,Powys - Powys,1931,46,50,1614,464,29,520,21.3,825,649,79,-3.621823241,52.65860913,0.371174761,0.548367585,0.517991079,0.422827473,0.50694532,0.520422135,0.489162874,0.456887469,0.750850874,0.58330735
L_0055,Refused/Abandoned,261804,657558,C1889,3630,25/03/2015,Castlemilk and Carmunnock Community Windpark Trust,Castlemilk and Carmunnock Community Windpark Trust,2.5,NA,NA,NA,2.5,1,NA,Planning Permission Refused,Application Refused,"Land to the East of Muir Farm, Cathkin Road, Rutherglen",Strathclyde,Scotland,Scotland,G76 9EZ,South Lanarkshire Council,EK/13/0248,NA,NA,NA,NA,19/08/2013,NA,20/11/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,2013,15.962,32.925,2.047,0.676,136.024,0.939,3.804,0.497,4.382,30.284,11.088,0.939,2.599,2.806,17.397,8.552,16.797,2.803,1.245,2.875317097,191,8,South Lanarkshire,8027,12,67,3,34,1,2,27,Lab,34,4.47761194,50.74626866,1.492537313,2.985074627,40.29850746,S01005968,South Lanarkshire,1209,43.5,44,974,289,30,681,32.2,364,312,86,-4.205675654,55.7915034,0.537558011,0.486540742,0.513653439,0.469529714,0.495483713,0.485309631,0.481260963,0.490429081,0.370742007,0.314818861
